id,handle,title,price,originalPrice,discount,category,sizes,stock,images,image_1,image_2,image_3,image_4,image_5,description,tags,sku
11,designer-embroidered-lehenga-set-with-sequins-dupatta-perfect-for-weddings-parties-3,"Beige Peacock Embroidered Lehenga Fabric with Zari, Sequin & Mirror Work",3699.0,7800.0,53,Lehenga,XS,0,"https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6066452632437900367_y_1.jpg?v=1760110736, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6066452632437900367_y.jpg?v=1760110736, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6066452632437900373_y.jpg?v=1760110736, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6066452632437900372_y.jpg?v=1760110736, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6066452632437900371_y.jpg?v=1760110737, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6066452632437900367_y_1_b3ed747d-0f8a-4d3a-b978-0718d8aa36a5.jpg?v=1760110736",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6066452632437900367_y_1.jpg?v=1760110736,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6066452632437900367_y.jpg?v=1760110736,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6066452632437900373_y.jpg?v=1760110736,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6066452632437900372_y.jpg?v=1760110736,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6066452632437900371_y.jpg?v=1760110737,<p><strong>Lehenga Details</strong><br>Lehenga Fabric: Premium quality soft net<br>Lehenga Work: Embroidery sequins work with cancan and canvas patta<br>Lehenga Flare: 4 meter flared<br>Lehenga Type: Semi-stitched<br>Lehenga Length: 42 inches<br>Lehenga Size: Up to 44 inches</p> <p><strong>Blouse Details</strong><br>Blouse Fabric: Premium quality butterfly net<br>Blouse Work: Embroidery sequins work<br>Blouse Type: 1 meter unstitched</p> <p><strong>Dupatta Details</strong><br>Dupatta Fabric: Premium quality mono net<br>Dupatta Work: Embroidery sequins work<br>Dupatta Size: 2.3 meter</p> <p>Product Weight: Under 1.5 kg</p>,"#BridalLehenga, #BuyLehengaOnline, #CustomLehenga, #DesignerLehenga, #EthnicFashion, #FestiveFashion, #FloralLehenga",GT-1746 CREAM-1
12,designer-embroidered-lehenga-set-with-sequins-dupatta-perfect-for-weddings-parties-1,"Pastel Pink Peacock Embroidered Lehenga Fabric with Zari, Sequin & Mirror Work",3699.0,7800.0,53,Lehenga,XS,0,"https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6066452632437900358_y_2.jpg?v=1760359580, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6066452632437900363_y.jpg?v=1760359580, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6066452632437900362_y_1.jpg?v=1760359580, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6066452632437900360_y_2.jpg?v=1760359580, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6066452632437900359_y_1.jpg?v=1760359580",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6066452632437900358_y_2.jpg?v=1760359580,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6066452632437900363_y.jpg?v=1760359580,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6066452632437900362_y_1.jpg?v=1760359580,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6066452632437900360_y_2.jpg?v=1760359580,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6066452632437900359_y_1.jpg?v=1760359580,<p><strong>Lehenga Details</strong><br>Lehenga Fabric: Premium quality soft net<br>Lehenga Work: Embroidery sequins work with cancan and canvas patta<br>Lehenga Flare: 4 meter flared<br>Lehenga Type: Semi-stitched<br>Lehenga Length: 42 inches<br>Lehenga Size: Up to 44 inches</p> <p><strong>Blouse Details</strong><br>Blouse Fabric: Premium quality butterfly net<br>Blouse Work: Embroidery sequins work<br>Blouse Type: 1 meter unstitched</p> <p><strong>Dupatta Details</strong><br>Dupatta Fabric: Premium quality mono net<br>Dupatta Work: Embroidery sequins work<br>Dupatta Size: 2.3 meter</p> <p>Product Weight: Under 1.5 kg</p>,"#BridalLehenga, #BuyLehengaOnline, #CustomLehenga, #DesignerLehenga, #EthnicFashion, #FestiveFashion, #FloralLehenga",GT-1746 LIGHT PINK-1
13,designer-embroidered-lehenga-set-with-sequins-dupatta-perfect-for-weddings-parties,Off-White Peacock Embroidered Lehenga Set with Sequin and Thread Work,3699.0,7800.0,53,Lehenga,XS,0,"https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6066452632437900356_y.jpg?v=1760110735, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6066452632437900354_y.jpg?v=1760110735, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6066452632437900355_y.jpg?v=1760110735, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6066452632437900366_y.jpg?v=1760110735, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6066452632437900365_y.jpg?v=1760110734, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6066452632437900364_y.jpg?v=1760110735, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6066452632437900361_y.jpg?v=1760110735",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6066452632437900356_y.jpg?v=1760110735,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6066452632437900354_y.jpg?v=1760110735,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6066452632437900355_y.jpg?v=1760110735,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6066452632437900366_y.jpg?v=1760110735,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6066452632437900365_y.jpg?v=1760110734,<p><strong>Lehenga Details</strong><br>Lehenga Fabric: Premium quality soft net<br>Lehenga Work: Embroidery sequins work with cancan and canvas patta<br>Lehenga Flare: 4 meter flared<br>Lehenga Type: Semi-stitched<br>Lehenga Length: 42 inches<br>Lehenga Size: Up to 44 inches</p> <p><strong>Blouse Details</strong><br>Blouse Fabric: Premium quality butterfly net<br>Blouse Work: Embroidery sequins work<br>Blouse Type: 1 meter unstitched</p> <p><strong>Dupatta Details</strong><br>Dupatta Fabric: Premium quality mono net<br>Dupatta Work: Embroidery sequins work<br>Dupatta Size: 2.3 meter</p> <p>Product Weight: Under 1.5 kg</p>,"#BridalLehenga, #BuyLehengaOnline, #CustomLehenga, #DesignerLehenga, #EthnicFashion, #FestiveFashion, #FloralLehenga",GT-1746 WHITE-1
14,designer-fox-georgette-lehenga-with-double-sequins-embroidery-ruffle-dupatta-perfect-for-weddings-parties,Black Sequin Embroidered Floral Lehenga with Off-Shoulder Blouse and Dupatta,2678.0,5598.0,52,lehenga,XS,0,"https://cdn.shopify.com/s/files/1/0700/9032/6060/files/IMG_0194.jpg?v=1760110734, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6120719814805797831_y.jpg?v=1760110734, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6120719814805797830_y.jpg?v=1760110733, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6120719814805797828_y.jpg?v=1760110735, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6120719814805797832_y.jpg?v=1760110733, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6120719814805797829_y.jpg?v=1760110733",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/IMG_0194.jpg?v=1760110734,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6120719814805797831_y.jpg?v=1760110734,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6120719814805797830_y.jpg?v=1760110733,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6120719814805797828_y.jpg?v=1760110735,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6120719814805797832_y.jpg?v=1760110733,"<p> <p>👗 <strong>Lehenga Details:</strong><br>✔ <strong>Fabric:</strong> Premium Fox Georgette<br>✔ <strong>Work:</strong> Double Sequins Embroidery Work With Cancan &amp; Canvas Patta<br>✔ <strong>Type:</strong> Semi-stitched for a customizable fit</p> <p>👗 <strong>Blouse Details:</strong><br>✔ <strong>Fabric:</strong> Fox Georgette<br>✔ <strong>Work:</strong> Elegant Sequins Work<br>✔ <strong>Type:</strong> Unstitched for a perfect tailored fit</p> <p>👗 <strong>Dupatta Details:</strong><br>✔ <strong>Fabric:</strong> Fox Georgette<br>✔ <strong>Work:</strong> Stunning Sequins Ruffle Frill Work for a graceful appeal</p> <p>💖 <strong>Why Choose This Lehenga?</strong><br>✅ <strong>Intricately embroidered double sequins work for a luxurious look</strong><br>✅ <strong>High-quality Fox Georgette fabric ensures comfort and elegance</strong><br>✅ <strong>Stylish ruffle frill dupatta for a unique and trendy touch</strong><br>✅ <strong>Perfect for weddings, receptions, sangeet, and festive occasions</strong></p> <p>Turn heads with this stunning sequins-embellished lehenga! <strong>Order now</strong> and step into elegance and charm. ✨💃</p>","#AffordableLehengas, #BridalLehenga, #BuyLehengaOnline, #CustomLehenga, #DesignerLehenga, #EthnicFashion, #festival, #FestiveFashion, #FloralLehenga, #HaldiOutfit, #IndianWear, #LatestLehengaDesigns, #LehengaLove, #LehengaTrends2025, #Marrigeoutfeet, #MehendiLook, #MinimalLehenga, #MirrorWorkLehenga, #PastelLehenga, #ReceptionWear, #SustainableFashion, #WeddingLehenga",GT-1594
15,elegant-faux-georgette-lehenga-with-embroidery-sequins-work-semi-stitched-beauty,Powder Blue Heavy Embroidered Lehenga Set with Golden Zari and Sequin Work,3067.0,6100.0,50,Lehenga,XS,-1,"https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6258158433270352136_y_1.jpg?v=1760110731, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6258158433270352136_y.jpg?v=1760110731, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6258158433270352138_y.jpg?v=1760110732, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6258158433270352137_y.jpg?v=1760110731, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6258158433270352135_y.jpg?v=1760110731, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6258158433270352141_y.jpg?v=1760110731, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6258158433270352140_y.jpg?v=1760110731, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6258158433270352139_y.jpg?v=1760110731, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6258158433270352142_y.jpg?v=1760110731",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6258158433270352136_y_1.jpg?v=1760110731,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6258158433270352136_y.jpg?v=1760110731,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6258158433270352138_y.jpg?v=1760110732,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6258158433270352137_y.jpg?v=1760110731,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6258158433270352135_y.jpg?v=1760110731,<p><em>LEHENGA DETAILS</em>👗<br>👉 <em>Lehenga Fabric – Faux Georgette</em><br>👉 <em>Lehenga Work – Embroidery Sequins Work with Cancan &amp; Canvas Patta</em><br>👉 <em>Lehenga Flare – 4 Meter Flared</em><br>👉 <em>Lehenga Type – Semi Stitched</em><br>👉 <em>Lehenga Length – 42 Inches</em><br>👉 <em>Lehenga Size – Up to 44 Inches</em></p> <p><em>👗 Blouse Details</em>👗<br>👉 <em>Blouse Fabric – Faux Georgette</em><br>👉 <em>Blouse Work – Embroidery Sequins Work</em><br>👉 <em>Blouse Type – 1.3 Meter Unstitched</em></p> <p><em>👗 Dupatta Details</em>👗<br>👉 <em>Dupatta Fabric – Faux Georgette</em><br>👉 <em>Dupatta Work – Embroidery Sequins Work</em><br>👉 <em>Dupatta Size – 2.3 Meter</em></p> <p>👉 <em>Weight Under – 1.5 kg</em></p>,"#AffordableLehengas, #BridalLehenga, #BuyLehengaOnline, #CustomLehenga, #DesignerLehenga, #EthnicFashion, #festival, #FestiveFashion, #FloralLehenga, #HaldiOutfit, #IndianWear, #LatestLehengaDesigns, #LehengaLove, #LehengaTrends2025, #Marrigeoutfeet, #MehendiLook, #MinimalLehenga, #MirrorWorkLehenga, #PastelLehenga, #ReceptionWear",GT-1696
16,elegant-faux-georgette-lehenga-with-embroidery-sequins-work,White and Royal Blue Embroidered Lehenga Set with Mirror and Sequin Work,3649.0,6700.0,46,Lehenga,XS,0,"https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6271369714018141450_y.jpg?v=1760110730, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6271369714018141452_y.jpg?v=1760110730, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6271369714018141451_y.jpg?v=1760110731, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6271369714018141455_y.jpg?v=1760110731, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6271369714018141454_y.jpg?v=1760110730",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6271369714018141450_y.jpg?v=1760110730,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6271369714018141452_y.jpg?v=1760110730,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6271369714018141451_y.jpg?v=1760110731,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6271369714018141455_y.jpg?v=1760110731,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6271369714018141454_y.jpg?v=1760110730,<p><strong>LEHENGA DETAILS</strong><br>• Lehenga Fabric – Faux Georgette<br>• Lehenga Work – Embroidery Sequins Work with Cancan &amp; Canvas Patta<br>• Lehenga Flare – 4 Meter Flared<br>• Lehenga Type – Semi Stitched<br>• Lehenga Length – 42 Inches<br>• Lehenga Size – Up to 44 Inches</p> <p><strong>BLOUSE DETAILS</strong><br>• Blouse Fabric – Fox Georgette<br>• Blouse Work – Embroidery Sequins Work<br>• Blouse Type – 1.3 Meter Unstitched <strong>DUPATTA DETAILS</strong><br>• Dupatta Fabric – Faux Georgette<br>• Dupatta Work – Embroidery Sequins Work<br>• Dupatta Size – 2.3 Meter</p> <p>• Weight – Under 1.5 kg</p>,"#AffordableLehengas, #BridalLehenga, #BuyLehengaOnline, #CustomLehenga, #DesignerLehenga, #EthnicFashion, #festival, #FestiveFashion, #FloralLehenga, #HaldiOutfit, #IndianWear, #LatestLehengaDesigns, #LehengaLove, #LehengaTrends2025, #Marrigeoutfeet, #MehendiLook, #MinimalLehenga, #MirrorWorkLehenga, #PastelLehenga, #ReceptionWear, #SustainableFashion, #WeddingLehenga, Bridal Lehenga, Designer Lehenga, Embroidered Lehenga, Ethnic Wear, Indian Wear",GT-1700
17,elegant-faux-georgette-lehenga-with-embroidery-sequins-work-butterfly-net-dupatta,Black and Teal Heavy Embroidered Bridal Lehenga Set with Red Dupatta,3453.0,6500.0,47,lehenga,XS,0,"https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6233332697665749181_y_1.jpg?v=1760110729, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6233332697665749184_y.jpg?v=1760110730, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6233332697665749183_y.jpg?v=1760110730, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6233332697665749185_y.jpg?v=1760110730",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6233332697665749181_y_1.jpg?v=1760110729,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6233332697665749184_y.jpg?v=1760110730,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6233332697665749183_y.jpg?v=1760110730,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6233332697665749185_y.jpg?v=1760110730,,"<p><strong>Lehenga Details:</strong><br>Fabric: Faux Georgette<br>Work: Embroidery Sequins Work with Cancan &amp; Canvas Patta<br>Type: Semi-stitched</p> <p><strong>Blouse Details:</strong><br>Fabric: Fox Georgette<br>Work: Embroidery Sequins Work<br>Type: Unstitched</p> <p><strong>Dupatta Details:</strong><br>Fabric: Soft Butterfly Net<br>Work: Embroidery Sequins Work</p> <p>This exquisite lehenga set is crafted from premium faux georgette, adorned with intricate embroidery and shimmering sequins work. The semi-stitched design allows for a customizable fit, enhanced by cancan and canvas patta for a voluminous look. Paired with a beautifully embroidered unstitched blouse and a soft butterfly net dupatta, this ensemble is perfect for weddings, festive celebrations, and grand occasions.</p>","#AffordableLehengas, #BridalLehenga, #BuyLehengaOnline, #CustomLehenga, #DesignerLehenga",GT-1690
18,elegant-heavy-organza-silk-lehenga-with-embroidery-sequins-cut-work-with-cancan-canvas-patta-1,Multi-Color Embroidered Lehenga Set with Floral and Sequin Work,3099.0,6100.0,49,lehenga,XS,0,"https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6280625170972525642_y.jpg?v=1760110729, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6320845302021604620_y.jpg?v=1760110729, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6320845302021604621_y.jpg?v=1760110729, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6320845302021604619_y.jpg?v=1760110729, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6320845302021604622_y.jpg?v=1760110729",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6280625170972525642_y.jpg?v=1760110729,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6320845302021604620_y.jpg?v=1760110729,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6320845302021604621_y.jpg?v=1760110729,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6320845302021604619_y.jpg?v=1760110729,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6320845302021604622_y.jpg?v=1760110729,"<h3> <p><strong>Elegant Heavy Organza Silk Lehenga with Embroidery &amp; Sequin Work</strong></p> <h3>Lehenga Details</h3> <ul> <li> <strong>Fabric:</strong> Premium Quality Heavy Organza Silk</li> <li> <strong>Work:</strong> Embroidery with Sequin Cut Work, Cancan &amp; Canvas Patta</li> <li> <strong>Type:</strong> Semi-Stitched</li> </ul> <h3>Blouse Details</h3> <ul> <li> <strong>Fabric:</strong> Heavy Organza Silk</li> <li> <strong>Work:</strong> Embroidery with Sequin Detailing</li> <li><strong>Unstitched</strong></li> </ul> <h3>Dupatta Details</h3> <ul> <li> <strong>Fabric:</strong> Heavy Organza Silk</li> <li> <strong>Work:</strong> Embroidery with Sequin Cut Work</li> </ul> <p>A perfect blend of elegance and tradition, this lehenga is ideal for weddings and festive celebrations! ✨</p>","#AffordableLehengas, #BridalLehenga, #BuyLehengaOnline, #CustomLehenga, #DesignerLehenga",GT-1688-PINK-1
19,elegant-heavy-organza-silk-lehenga-with-embroidery-sequins-cut-work-with-cancan-canvas-patta,Multi-Color Embroidered Lehenga Set with 3D Floral and Sequin Work,3099.0,6100.0,49,lehenga,XS,0,"https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6280625170972525637_y.jpg?v=1760110728, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6320845302021604626_y.jpg?v=1760110728, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6320845302021604628_y.jpg?v=1760110728, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6320845302021604627_y.jpg?v=1760110728, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6320845302021604629_y.jpg?v=1760110728",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6280625170972525637_y.jpg?v=1760110728,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6320845302021604626_y.jpg?v=1760110728,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6320845302021604628_y.jpg?v=1760110728,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6320845302021604627_y.jpg?v=1760110728,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6320845302021604629_y.jpg?v=1760110728,"<h3> <p><strong>Elegant Heavy Organza Silk Lehenga with Embroidery &amp; Sequin Work</strong></p> <h3>Lehenga Details</h3> <ul> <li> <strong>Fabric:</strong> Premium Quality Heavy Organza Silk</li> <li> <strong>Work:</strong> Embroidery with Sequin Cut Work, Cancan &amp; Canvas Patta</li> <li> <strong>Type:</strong> Semi-Stitched</li> </ul> <h3>Blouse Details</h3> <ul> <li> <strong>Fabric:</strong> Heavy Organza Silk</li> <li> <strong>Work:</strong> Embroidery with Sequin Detailing</li> <li><strong>Unstitched</strong></li> </ul> <h3>Dupatta Details</h3> <ul> <li> <strong>Fabric:</strong> Heavy Organza Silk</li> <li> <strong>Work:</strong> Embroidery with Sequin Cut Work</li> </ul> <p>A perfect blend of elegance and tradition, this lehenga is ideal for weddings and festive celebrations! ✨</p>","#AffordableLehengas, #BridalLehenga, #BuyLehengaOnline, #CustomLehenga, #DesignerLehenga",GT-1688-SKY BLUE-1
20,luxurious-heavy-organza-silk-lehenga-with-embroidery-sequins-cut-work-dupatta,Mint Green Embroidered Lehenga Set with Pink and Coral Floral Sequin Work,3143.0,6100.0,48,lehenga,XS,0,"https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6300849922861284427_y.jpg?v=1760110727, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6300849922861284434_y.jpg?v=1760110727, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6300849922861284433_y.jpg?v=1760110727, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6300849922861284436_y.jpg?v=1760110727, https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6300849922861284435_y.jpg?v=1760110727",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6300849922861284427_y.jpg?v=1760110727,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6300849922861284434_y.jpg?v=1760110727,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6300849922861284433_y.jpg?v=1760110727,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6300849922861284436_y.jpg?v=1760110727,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6300849922861284435_y.jpg?v=1760110727,"<div> <div dir=""auto""> <div> <div> <p><strong>Lehenga Details:</strong><br>Fabric: Tabby Silk<br>Work: Pearl Embroidery Sequins Work with Cancan &amp; Canvas Patta<br>Type: Semi-stitched</p> <p><strong>Blouse Details:</strong><br>Fabric: Tabby Silk<br>Work: Pearl Sequins Embroidery Work<br>Type: Unstitched</p> <p><strong>Dupatta Details:</strong><br>Fabric: Tabby Silk<br>Work: Sequins Embroidered Work</p> <p>Designed to exude elegance, this stunning Tabby Silk Lehenga features intricate pearl embroidery and shimmering sequins work. The semi-stitched design ensures a customizable fit, while the cancan and canvas patta add a voluminous, regal touch. Paired with an unstitched embroidered blouse and a beautifully adorned matching dupatta, this ensemble is perfect for weddings, festive occasions, and grand celebrations</p> </div> </div> </div> </div>","#AffordableLehengas, #BridalLehenga, #BuyLehengaOnline, #CustomLehenga, #DesignerLehenga",GT-1614
