Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Size (product.metafields.shopify.size),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
multicolour-colour-lehenga-with-delicate-mirror-work-and-designer-blouse-perfect-match-for-you,,,,,,,,,S,,,,,,,,GT-1579,1500.0,,0,deny,manual,3222.00,6300.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6303119722882906334_y.jpg?v=1760110689,2,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
multicolour-colour-lehenga-with-delicate-mirror-work-and-designer-blouse-perfect-match-for-you,,,,,,,,,M,,,,,,,,GT-1580,1500.0,,0,deny,manual,3222.00,6300.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6303119722882906335_y.jpg?v=1760110689,3,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
multicolour-colour-lehenga-with-delicate-mirror-work-and-designer-blouse-perfect-match-for-you,,,,,,,,,L,,,,,,,,GT-1581,1500.0,,0,deny,manual,3222.00,6300.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6303119722882906336_y.jpg?v=1760110689,4,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
multicolour-colour-lehenga-with-delicate-mirror-work-and-designer-blouse-perfect-match-for-you,,,,,,,,,XL,,,,,,,,GT-1582,1500.0,,0,deny,manual,3222.00,6300.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6303119722882906337_y.jpg?v=1760110689,5,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
multicolour-colour-lehenga-with-delicate-mirror-work-and-designer-blouse-perfect-match-for-you,,,,,,,,,2XL,,,,,,,,GT-1583,1500.0,,0,deny,manual,3222.00,6300.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6303119722882906338_y.jpg?v=1760110689,6,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
multicolour-colour-lehenga-with-delicate-mirror-work-and-designer-blouse-perfect-match-for-you,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6303119722882906339_y.jpg?v=1760110689,7,"",,,,,,,,,,,,,,,,,,,,,,,,,
multicolour-colour-lehenga-with-delicate-mirror-work-and-designer-blouse-perfect-match-for-you-copy,Emerald Garden Heavy Embroidered Velvet Lehenga Choli,"<h3 style=""text-align: center;"" data-end=""522"" data-start=""493""><br></h3>
<h3 data-start=""493"" data-end=""522""><strong data-start=""497"" data-end=""520"">✨ Lehenga Features:</strong></h3>
<p data-start=""523"" data-end=""898"">✔ <strong data-start=""525"" data-end=""536"">Fabric:</strong> <span>Faux Georgette</span><br data-start=""590"" data-end=""593"">✔ <strong data-start=""595"" data-end=""604"">Work:</strong> <span>Embroidery Sequins Work With Cancan &amp; Canvas Patta</span><br data-start=""747"" data-end=""750"">✔ <strong data-start=""752"" data-end=""761"">Type:</strong> Semi-stitched, offering a customizable fit<br></p>
<h3 data-start=""900"" data-end=""934""><strong data-start=""904"" data-end=""932"">✨ Blouse Specifications:</strong></h3>
<p data-start=""935"" data-end=""1143"">✔ <strong data-start=""937"" data-end=""948"">Fabric:</strong> <span>Faux Georgette</span><br data-start=""997"" data-end=""1000"">✔ <strong data-start=""1002"" data-end=""1011"">Work:</strong> <span>Embroidery Sequins Work</span><br data-start=""1066"" data-end=""1069"">✔ <strong data-start=""1071"" data-end=""1080"">Type:</strong> Unstitched,</p>
<h3 data-start=""1145"" data-end=""1173""><strong data-start=""1149"" data-end=""1171"">✨ Dupatta Details:</strong></h3>
<p data-start=""1174"" data-end=""1342"">✔ <strong data-start=""1176"" data-end=""1187"">Fabric:</strong> <span>Net</span><br data-start=""1222"" data-end=""1225"">✔ <strong data-start=""1227"" data-end=""1236"">Work:</strong> <span>Embroidery Sequins Work</span><br></p>
<h3 data-start=""1344"" data-end=""1381""><strong data-start=""1348"" data-end=""1379"">💃 Why Choose This Lehenga?</strong></h3>
<p data-start=""1382"" data-end=""1662"">✅ Perfect for <strong data-start=""1396"" data-end=""1465"">weddings, receptions, sangeet, engagements, and festive occasions</strong><br data-start=""1465"" data-end=""1468"">✅ <strong data-start=""1470"" data-end=""1493"">High-quality fabric</strong> ensures comfort and durability<br data-start=""1524"" data-end=""1527"">✅ <strong data-start=""1529"" data-end=""1549"">Customizable fit</strong> with a semi-stitched lehenga and unstitched blouse<br data-start=""1600"" data-end=""1603"">✅ <strong data-start=""1605"" data-end=""1630"">Flattering silhouette</strong> with a voluminous, flowy look</p>
<p data-start=""1664"" data-end=""1841"">Make a statement with this breathtaking lehenga – a blend of <strong data-start=""1725"" data-end=""1772"">luxury, tradition, and contemporary fashion</strong>. <strong data-start=""1774"" data-end=""1787"">Order now</strong> and shine like a diva at your next grand event! ✨💖</p>",Gagan Trends,Uncategorized,lehenga,"#AffordableLehengas, #BridalLehenga, #BuyLehengaOnline, #CustomLehenga, #DesignerLehenga, #EthnicFashion, #FestiveFashion, #FloralLehenga, #HaldiOutfit, #IndianWear, #LatestLehengaDesigns, #LehengaLove, #LehengaTrends2025, #MehendiLook, #MinimalLehenga, #MirrorWorkLehenga, #PastelLehenga, #ReceptionWear, #SustainableFashion, #WeddingLehenga",true,SIZE,XS,,,,,,,,GT-1639,1500.0,,0,deny,manual,3599.00,6798.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6219563835673659509_y.jpg?v=1760110688,1,"",false,,,,,,,,,,,,,,,,,,,,,kg,,,active
multicolour-colour-lehenga-with-delicate-mirror-work-and-designer-blouse-perfect-match-for-you-copy,,,,,,,,,S,,,,,,,,GT-1640,1500.0,,0,deny,manual,3599.00,6798.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6219563835673659510_y.jpg?v=1760110688,2,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
multicolour-colour-lehenga-with-delicate-mirror-work-and-designer-blouse-perfect-match-for-you-copy,,,,,,,,,M,,,,,,,,GT-1641,1500.0,,0,deny,manual,3599.00,6798.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6219563835673659511_y.jpg?v=1760110689,3,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
multicolour-colour-lehenga-with-delicate-mirror-work-and-designer-blouse-perfect-match-for-you-copy,,,,,,,,,L,,,,,,,,GT-1642,1500.0,,0,deny,manual,3599.00,6798.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6219563835673659512_y.jpg?v=1760110688,4,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
multicolour-colour-lehenga-with-delicate-mirror-work-and-designer-blouse-perfect-match-for-you-copy,,,,,,,,,XL,,,,,,,,GT-1643,1500.0,,0,deny,manual,3599.00,6798.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6219563835673659508_y.jpg?v=1760110688,5,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
multicolour-colour-lehenga-with-delicate-mirror-work-and-designer-blouse-perfect-match-for-you-copy,,,,,,,,,2XL,,,,,,,,GT-1644,1500.0,,0,deny,manual,3599.00,6798.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6219563835673659513_y.jpg?v=1760110689,6,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
multicolour-colour-lehenga-with-delicate-mirror-work-and-designer-blouse-perfect-match-for-you-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6219563835673659514_y.jpg?v=1760110689,7,"",,,,,,,,,,,,,,,,,,,,,,,,,
multicolour-colour-lehenga-with-delicate-mirror-work-and-designer-blouse-perfect-match-for-you-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6219563835673659515_y.jpg?v=1760110688,8,"",,,,,,,,,,,,,,,,,,,,,,,,,
multicolour-colour-lehenga-with-delicate-mirror-work-and-designer-blouse-perfect-match-for-you-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6219563835673659516_y.jpg?v=1760110688,9,"",,,,,,,,,,,,,,,,,,,,,,,,,
musturd-colour-lehenga-with-delicate-mirror-work-and-designer-blouse-perfect-your-wedding-desire,Golden Radiance Mustard Yellow Sequined Net Lehenga Choli,"<h3 data-start=""493"" data-end=""522"" style=""text-align: center;""><br></h3>
<h3 data-end=""522"" data-start=""493""><strong data-end=""520"" data-start=""497"">✨ Lehenga Features:</strong></h3>
<p data-end=""898"" data-start=""523"">✔ <strong data-end=""536"" data-start=""525"">Fabric:</strong> Premium Faux Georgette<br data-end=""593"" data-start=""590"">✔ <strong data-end=""604"" data-start=""595"">Work:</strong> <span>Real Mirror Sequins Embroidery Work With Cancan &amp; Canvas Patta</span><br data-end=""750"" data-start=""747"">✔ <strong data-end=""761"" data-start=""752"">Type:</strong> Semi-stitched, offering a customizable fit<br></p>
<h3 data-end=""934"" data-start=""900""><strong data-end=""932"" data-start=""904"">✨ Blouse Specifications:</strong></h3>
<p data-end=""1143"" data-start=""935"">✔ <strong data-end=""948"" data-start=""937"">Fabric:</strong> <span>Faux Georgette</span><br data-end=""1000"" data-start=""997"">✔ <strong data-end=""1011"" data-start=""1002"">Work:</strong> <span>Real Mirror Sequins Embroidery Work With Cancan &amp; Canvas Patta</span><br></p>
<h3 data-end=""1173"" data-start=""1145""><strong data-end=""1171"" data-start=""1149"">✨ Dupatta Details:</strong></h3>
<p data-end=""1342"" data-start=""1174"">✔ <strong data-end=""1187"" data-start=""1176"">Fabric:</strong> <span>Faux Georgette</span><br data-end=""1225"" data-start=""1222"">✔ <strong data-end=""1236"" data-start=""1227"">Work:</strong> <span>Real Mirror Sequins Embroidery Work With Cancan &amp; Canvas Patta</span><br></p>
<h3 data-end=""1381"" data-start=""1344""><strong data-end=""1379"" data-start=""1348"">💃 Why Choose This Lehenga?</strong></h3>
<p data-end=""1662"" data-start=""1382"">✅ Perfect for <strong data-end=""1465"" data-start=""1396"">weddings, receptions, sangeet, engagements, and festive occasions</strong><br data-end=""1468"" data-start=""1465"">✅ <strong data-end=""1493"" data-start=""1470"">High-quality fabric</strong> ensures comfort and durability<br data-end=""1527"" data-start=""1524"">✅ <strong data-end=""1549"" data-start=""1529"">Customizable fit</strong> with a semi-stitched lehenga and unstitched blouse<br data-end=""1603"" data-start=""1600"">✅ <strong data-end=""1630"" data-start=""1605"">Flattering silhouette</strong> with a voluminous, flowy look</p>
<p data-end=""1841"" data-start=""1664"">Make a statement with this breathtaking lehenga – a blend of <strong data-end=""1772"" data-start=""1725"">luxury, tradition, and contemporary fashion</strong>. <strong data-end=""1787"" data-start=""1774"">Order now</strong> and shine like a diva at your next grand event! ✨💖</p>",Gagan Trends,Uncategorized,lehenga,"#AffordableLehengas, #BridalLehenga, #BuyLehengaOnline, #CustomLehenga, #DesignerLehenga, #EthnicFashion, #FestiveFashion, #FloralLehenga, #HaldiOutfit, #IndianWear, #LatestLehengaDesigns, #LehengaLove, #LehengaTrends2025, #MehendiLook, #MinimalLehenga, #MirrorWorkLehenga, #PastelLehenga, #ReceptionWear, #SustainableFashion, #WeddingLehenga",true,SIZE,XS,,,,,,,,GT-1649,1500.0,,0,deny,manual,2988.00,5998.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6275864792430394557_y.jpg?v=1760110687,1,"",false,,,,,,,,,,,,,,,,,,,,,kg,,,active
musturd-colour-lehenga-with-delicate-mirror-work-and-designer-blouse-perfect-your-wedding-desire,,,,,,,,,S,,,,,,,,GT-1650,1500.0,,0,deny,manual,2988.00,5998.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6275864792430394556_y.jpg?v=1760110687,2,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
musturd-colour-lehenga-with-delicate-mirror-work-and-designer-blouse-perfect-your-wedding-desire,,,,,,,,,M,,,,,,,,GT-1651,1500.0,,0,deny,manual,2988.00,5998.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6275864792430394555_y.jpg?v=1760110687,3,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
musturd-colour-lehenga-with-delicate-mirror-work-and-designer-blouse-perfect-your-wedding-desire,,,,,,,,,L,,,,,,,,GT-1652,1500.0,,0,deny,manual,2988.00,5998.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6275864792430394561_y.jpg?v=1760110687,4,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
musturd-colour-lehenga-with-delicate-mirror-work-and-designer-blouse-perfect-your-wedding-desire,,,,,,,,,XL,,,,,,,,GT-1653,1500.0,,0,deny,manual,2988.00,5998.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6275864792430394560_y.jpg?v=1760110687,5,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
musturd-colour-lehenga-with-delicate-mirror-work-and-designer-blouse-perfect-your-wedding-desire,,,,,,,,,2XL,,,,,,,,GT-1654,1500.0,,0,deny,manual,2988.00,5998.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6275864792430394559_y.jpg?v=1760110687,6,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
musturd-colour-lehenga-with-delicate-mirror-work-and-designer-blouse-perfect-your-wedding-desire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6275864792430394558_y.jpg?v=1760110687,7,"",,,,,,,,,,,,,,,,,,,,,,,,,
musturd-colour-premium-coding-sequins-work-and-designer-blouse-perfect-fit-for-you,Royal Mustard Golden Peacock Embroidered Net Lehenga Choli,"<h3 data-start=""493"" data-end=""522""><br></h3>
<p><strong>✨ Exquisite Red Butterfly Net Lehenga with Coding Sequins Embroidery | Premium Quality with Can-Can &amp; Canvas Layers ✨</strong></p>
<p>Upgrade your ethnic wardrobe with this<span> </span><strong>stunning red butterfly net lehenga</strong>, designed for grandeur and elegance. Featuring<span> </span><strong>intricate coding sequins embroidery</strong><span> </span>and this ensemble ensures a breathtaking look for weddings, receptions, and festive occasions.</p>
<h3><strong>👗 Lehenga Details:</strong></h3>
<p>✔<span> </span><strong>Fabric:</strong><span> </span>Soft Butterfly Net<br>✔<span> </span><strong>Work:</strong><span> </span>Coding Sequins Work with Can-Can &amp; Canvas Patta<br>✔<span> </span><strong>Type:</strong><span> </span>Semi-Stitched for a customizable fit<br></p>
<h3><strong>👗 Blouse Details:</strong></h3>
<p>✔<span> </span><strong>Fabric:</strong><span> </span>Soft Butterfly Net with Lining Inner<br>✔<span> </span><strong>Work:</strong><span> </span>Stunning Coding Sequins Work<br></p>
<h3><strong>👗 Dupatta Details:</strong></h3>
<p>✔<span> </span><strong>Fabric:</strong><span> </span>Soft Butterfly Net<br>✔<span> </span><strong>Work:</strong><span> </span>Elegant Coding Sequins Embroidery<br></p>
<h3><strong>💖 Why Choose This Lehenga?</strong></h3>
<p>✅<span> </span><strong>Luxurious design</strong><span> </span>with premium coding sequins embroidery<br>✅<span> </span><strong>Comfortable yet glamorous</strong>, perfect for weddings, receptions, and festive occasions<br>✅<span> </span><strong>Semi-stitched lehenga &amp; unstitched blouse</strong><span> </span>for a personalized fit<br></p>
<p>Steal the spotlight with this breathtaking<span> </span><strong>red butterfly net lehenga</strong>.<span> </span><strong>Order now</strong><span> </span>and dazzle in elegance! ✨💃</p>",Gagan Trends,Uncategorized,Lehenga,"#AffordableLehengas, #BridalLehenga, #BuyLehengaOnline, #CustomLehenga, #DesignerLehenga, #FestiveFashion, #FloralLehenga, #HaldiOutfit",true,SIZE,XS,,,,,,,,GT-1676 MUSTURD-1,1500.0,,-1,deny,manual,3687.00,6900.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6307315875866330289_y.jpg?v=1760110686,1,"",false,,,,,,,,,,,,,,,,,,,,,kg,,,active
musturd-colour-premium-coding-sequins-work-and-designer-blouse-perfect-fit-for-you,,,,,,,,,S,,,,,,,,GT-1676 MUSTURD-2,1500.0,,0,deny,manual,3687.00,6900.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6307315875866330292_y.jpg?v=1760110687,2,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
musturd-colour-premium-coding-sequins-work-and-designer-blouse-perfect-fit-for-you,,,,,,,,,M,,,,,,,,GT-1676 MUSTURD-3,1500.0,,0,deny,manual,3687.00,6900.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6307315875866330295_y.jpg?v=1760110686,3,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
musturd-colour-premium-coding-sequins-work-and-designer-blouse-perfect-fit-for-you,,,,,,,,,L,,,,,,,,GT-1676 MUSTURD-4,1500.0,,0,deny,manual,3687.00,6900.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6307315875866330291_y.jpg?v=1760110686,4,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
musturd-colour-premium-coding-sequins-work-and-designer-blouse-perfect-fit-for-you,,,,,,,,,XL,,,,,,,,GT-1676 MUSTURD-5,1500.0,,0,deny,manual,3687.00,6900.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6307315875866330294_y.jpg?v=1760110686,5,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
musturd-colour-premium-coding-sequins-work-and-designer-blouse-perfect-fit-for-you,,,,,,,,,2XL,,,,,,,,GT-1676 MUSTURD-6,1500.0,,0,deny,manual,3687.00,6900.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
peach-colour-soft-net-lehenga-choli-with-coding-sequins-work-wedding-wear-by-gagan-trends-copy,Ivory Gold Peacock Embroidered Net Lehenga Choli with Blue Accents,"<h4 data-end=""526"" data-start=""498"">👗 Lehenga Highlights</h4>
<ul data-end=""720"" data-start=""527"">
<li data-end=""563"" data-start=""527"">
<p data-end=""563"" data-start=""529"">Fabric: Premium Quality Soft Net</p>
</li>
<li data-end=""609"" data-start=""564"">
<p data-end=""609"" data-start=""566"">Work: Beautiful Coding Sequins Embroidery</p>
</li>
<li data-end=""675"" data-start=""610"">
<p data-end=""675"" data-start=""612"">Features: Includes Cancan &amp; Canvas Patta for voluminous flair</p>
</li>
<li data-end=""720"" data-start=""676"">
<p data-end=""720"" data-start=""678"">Type: Semi-stitched for a customized fit</p>
</li>
</ul>
<h4 data-end=""749"" data-start=""722"">👚 Blouse Highlights</h4>
<ul data-end=""883"" data-start=""750"">
<li data-end=""788"" data-start=""750"">
<p data-end=""788"" data-start=""752"">Fabric: Soft Net with inner lining</p>
</li>
<li data-end=""833"" data-start=""789"">
<p data-end=""833"" data-start=""791"">Work: Matching Sequins Coding Embroidery</p>
</li>
<li data-end=""883"" data-start=""834"">
<p data-end=""883"" data-start=""836"">Type: Comes unstitched for tailored stitching</p>
</li>
</ul>
<h4 data-end=""913"" data-start=""885"">🧣 Dupatta Highlights</h4>
<ul data-end=""982"" data-start=""914"">
<li data-end=""934"" data-start=""914"">
<p data-end=""934"" data-start=""916"">Fabric: Soft Net</p>
</li>
<li data-end=""982"" data-start=""935"">
<p data-end=""982"" data-start=""937"">Work: Coordinated Coding Sequins Embroidery</p>
</li>
</ul>",Gagan Trends,Uncategorized,"","#ModelGT, New Arrival",true,SIZE,XS,,,,,,,,GT-1769-PEACH-1,0.0,,0,deny,manual,3699.00,7896.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6273522347331929062_y.jpg?v=1760110685,1,"",false,,,,,,,,,,,,,,,,,,,,,kg,,,active
peach-colour-soft-net-lehenga-choli-with-coding-sequins-work-wedding-wear-by-gagan-trends-copy,,,,,,,,,S,,,,,,,,GT-1769-PEACH-2,0.0,,0,deny,manual,3699.00,7896.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6273522347331929065_y.jpg?v=1760110686,2,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
peach-colour-soft-net-lehenga-choli-with-coding-sequins-work-wedding-wear-by-gagan-trends-copy,,,,,,,,,M,,,,,,,,GT-1769-PEACH-3,0.0,,0,deny,manual,3699.00,7896.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6273522347331929061_y.jpg?v=1760110685,3,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
peach-colour-soft-net-lehenga-choli-with-coding-sequins-work-wedding-wear-by-gagan-trends-copy,,,,,,,,,L,,,,,,,,GT-1769-PEACH-4,0.0,,0,deny,manual,3699.00,7896.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6273522347331929060_y.jpg?v=1760110686,4,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
peach-colour-soft-net-lehenga-choli-with-coding-sequins-work-wedding-wear-by-gagan-trends-copy,,,,,,,,,XL,,,,,,,,GT-1769-PEACH-5,0.0,,0,deny,manual,3699.00,7896.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6273522347331929057_y.jpg?v=1760110686,5,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
peach-colour-soft-net-lehenga-choli-with-coding-sequins-work-wedding-wear-by-gagan-trends-copy,,,,,,,,,2XL,,,,,,,,GT-1769-PEACH-6,0.0,,0,deny,manual,3699.00,7896.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6273522347331929076_y.jpg?v=1760110685,6,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
peach-colour-soft-net-lehenga-choli-with-coding-sequins-work-wedding-wear-by-gagan-trends-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6273522347331929064_y.jpg?v=1760110686,7,"",,,,,,,,,,,,,,,,,,,,,,,,,
peach-colour-soft-net-lehenga-choli-with-coding-sequins-work-wedding-wear-by-gagan-trends-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6273522347331929063_y.jpg?v=1760110685,8,"",,,,,,,,,,,,,,,,,,,,,,,,,
premium-soft-net-lehenga-choli-with-sequins-embroidery-with-attactive-design-1,Olive Green Heavy Embroidered Net Lehenga Choli with Sequins & Zari Detailing,"<ul>
<li>
<ul>
<li>
<p data-start=""131"" data-end=""382""><strong data-start=""131"" data-end=""150"">Lehenga Details</strong><br data-start=""150"" data-end=""153"">Lehenga Fabric: Premium quality soft net<br data-start=""193"" data-end=""196"">Lehenga Work: Coding sequins work with cancan and canvas patta<br data-start=""258"" data-end=""261"">Lehenga Flare: 4 meter flared<br data-start=""290"" data-end=""293"">Lehenga Type: Semi stitched<br data-start=""320"" data-end=""323"">Lehenga Length: 42 inches</p>
</li>
<li>
<p data-start=""131"" data-end=""382""><br data-start=""348"" data-end=""351""><strong data-start=""384"" data-end=""402"">Blouse Details</strong><br data-start=""402"" data-end=""405"">Blouse Fabric: Premium quality soft net with lining<br data-start=""456"" data-end=""459"">Blouse Work: Sequins coding work<br data-start=""491"" data-end=""494"">Blouse Type: 1.3 meter unstitched<br data-start=""527"" data-end=""530"">Blouse Size: Unstitched up to 44 inches (customization available for bigger sizes with extra charges)<br></p>
<p data-start=""616"" data-end=""742""><strong data-start=""616"" data-end=""635"">Dupatta Details</strong><br data-start=""635"" data-end=""638"">Dupatta Fabric: Premium quality soft net<br data-start=""678"" data-end=""681"">Dupatta Work: Coding sequins work<br data-start=""714"" data-end=""717"">Dupatta Size: 2.3 meter</p>
<p data-start=""744"" data-end=""774"">Product Weight: Under 2.5 kg</p>
</li>
</ul>
</li>
</ul>",Gagan Trends,Uncategorized,Lehenga,"#AffordableLehengas, #BridalLehenga, #BuyLehengaOnline, #CustomLehenga, #DesignerLehenga, #ModelGT, New Arrival",true,STICHING,SEMI-STICHING,,SIZE,XS,,,,,GT-1764-PISTA-1,0.0,,-2,deny,manual,2912.00,6600.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6278025946959300740_y_1.jpg?v=1760110685,1,"",false,,,,,,,,,,,,,,,,,,,,,kg,,,active
premium-soft-net-lehenga-choli-with-sequins-embroidery-with-attactive-design-1,,,,,,,,,SEMI-STICHING,,,S,,,,,,0.0,,0,deny,manual,2912.00,6600.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6278025946959300739_y_1.jpg?v=1760110685,2,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
premium-soft-net-lehenga-choli-with-sequins-embroidery-with-attactive-design-1,,,,,,,,,SEMI-STICHING,,,M,,,,,,0.0,,0,deny,manual,2912.00,6600.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6278025946959300760_y.jpg?v=1760110685,3,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
premium-soft-net-lehenga-choli-with-sequins-embroidery-with-attactive-design-1,,,,,,,,,SEMI-STICHING,,,L,,,,,,0.0,,0,deny,manual,2912.00,6600.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6278025946959300759_y.jpg?v=1760110685,4,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
premium-soft-net-lehenga-choli-with-sequins-embroidery-with-attactive-design-1,,,,,,,,,SEMI-STICHING,,,XL,,,,,,0.0,,0,deny,manual,2912.00,6600.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6278025946959300758_y.jpg?v=1760110685,5,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
premium-soft-net-lehenga-choli-with-sequins-embroidery-with-attactive-design-1,,,,,,,,,SEMI-STICHING,,,2XL,,,,,,0.0,,0,deny,manual,2912.00,6600.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0700/9032/6060/files/photo_6278025946959300757_y.jpg?v=1760110685,6,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
